Unique ID,Incentive per job,Program.Name,Program,Deal date,Deal type,Freezone?,Domestic/FDI?,Region/state,CBSA,Capex,New jobs,Incentive (USD m),Incentive per job,Incentive type,Incentive objective(s),NAICS Industry,NAICS Sector,NAICS Sub-sector,Industry sector,Industry activities,fDi Markets Sector,fDI Markets Activity
1357,50000,Program.9,Ohio Economic Development Grant,Dec-19,Expansion,No,Domestic,Ohio,"Cleveland-Elyria, OH",0.08,15,0.75,50000,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Educational services,Educational support services,Services,Business Services,Business Services,Education & Training
1358,5714.285714,Program.9,Ohio Economic Development Grant,Dec-19,New,No,Domestic,Ohio,"Akron, OH",16,70,0.4,5714,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle stamping,Automotive,Manufacturing,Automotive Components,Manufacturing
1359,6756.756757,Program.9,Ohio Economic Development Grant,Dec-19,Expansion,No,Domestic,Ohio,"Columbus, OH",0.35,37,0.25,6757,Grant/Subsidy,"Capital Investment, Employment/People",Transportation & warehousing,Support activities for transportation,Other support activities for transportat..,Food & Drink,Warehousing and Distribution,Transportation,"Logistics, Distribution & Transportation"
1360,21612.90323,Program.9,Ohio Economic Development Grant,Dec-19,New,No,Domestic,Ohio,"Akron, OH",0.89,93,2.01,21613,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Information Technology & Telecom (ITT),Headquarters (HQ),Software & IT services,Headquarters
1361,24421.05263,Program.9,Ohio Economic Development Grant,Dec-19,New,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",128.7,190,4.64,24421,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Aircraft engine & other parts & auxiliar..,"Aerospace, Defence and Marine (ADM)","Research, Design & Development (RDD)",Aerospace,Research & Development
1362,6373.626374,Program.9,Ohio Economic Development Grant,Dec-19,Expansion,No,Domestic,Ohio,"Toledo, OH",9.5,91,0.58,6374,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,"Soap, cleaning compound, & toilet prepar..",Consumer Goods,Manufacturing,Chemicals,Manufacturing
1363,9722.222222,Program.9,Ohio Economic Development Grant,Dec-19,Expansion,No,Domestic,Ohio,Not specified,101.63,144,1.4,9722,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Animal slaughtering & processing,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
1364,16923.07692,Program.9,Ohio Economic Development Grant,Dec-19,Expansion,No,Domestic,Ohio,"Dayton, OH",18.3,65,1.1,16923,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Miscellaneous manufacturing,Other miscellaneous manufacturing,All other mischellaneous manufacturing,Consumer Goods,Manufacturing,Consumer Products,Manufacturing
1365,5050.505051,Program.9,Ohio Economic Development Grant,Nov-19,Expansion,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",13,594,3,5051,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Services,Headquarters (HQ),Transportation,Headquarters
1366,2500,Program.9,Ohio Economic Development Grant,Nov-19,Expansion,No,FDI,Ohio,"Columbus, OH",10.75,40,0.1,2500,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
1367,2000,Program.9,Ohio Economic Development Grant,Nov-19,Expansion,No,Domestic,Ohio,"Chillicothe, OH",1.3,25,0.05,2000,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Other services,Repair & maintenance,Automotive,"Research, Design & Development (RDD)",Automotive Components,Maintenance & Servicing
1368,6250,Program.9,Ohio Economic Development Grant,Nov-19,Expansion,No,Domestic,Ohio,"Columbus, OH",2,40,0.25,6250,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,All other industrial machinery,Industrial Goods,"Research, Design & Development (RDD)","Industrial Machinery, Equipment & Tools",Research & Development
1369,5000,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,Not specified,0.35,8,0.04,5000,Grant/Subsidy,"Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,Wholesale trade,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
1370,8571.428571,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Dayton, OH",16,70,0.6,8571,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Food product machinery,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
1371,17500,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Cleveland-Elyria, OH",0,100,1.75,17500,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Professional, scientific, technical & ed..",Computer systems design and related serv..,Custom computer programming services,Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
1372,19591.83673,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Cleveland-Elyria, OH",1,147,2.88,19592,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Information,Software publishers,"Software publishers, except video games",Information Technology & Telecom (ITT),Business Services,Software & IT services,Business Services
1373,2941.176471,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,FDI,Ohio,"Dayton, OH",1.54,34,0.1,2941,Grant/Subsidy,"Capital Investment, Employment/People",Computers & electronics,Computer & electronic product manufacturing,Semiconductor & other electronic compone..,Electronics,Manufacturing,Semiconductors,Manufacturing
1374,800,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",7.3,50,0.04,800,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Healthcare & social assistance,Home healthcare and all other ambulatory..,Life Sciences,Business Services,Healthcare,Business Services
1375,2083.333333,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Canton-Massillon, OH",13.78,48,0.1,2083,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Plastics product manufacturing,Plastics packaging materials & unlaminat..,Basic Materials,Manufacturing,Plastics,Manufacturing
1376,4285.714286,Program.9,Ohio Economic Development Grant,Oct-19,New,No,Domestic,Ohio,"Toledo, OH",0.57,35,0.15,4286,Grant/Subsidy,"Capital Investment, Employment/People",Computers & electronics,"Electrical equipment, appliance, and com..",Other electrical equipment & component m..,Electronics,Manufacturing,Electronic Components,Manufacturing
1377,44444.44444,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,FDI,Ohio,"Toledo, OH",459,90,4,44444,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Primary metal manufacturing,Steel product manufacturing,Industrial Goods,Manufacturing,Metals,Manufacturing
1378,,Program.9,Ohio Economic Development Grant,Oct-19,Retention,No,FDI,Ohio,"Akron, OH",3,0,0.25,n/a,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Metalworking machinery manufacturing,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
1379,29166.66667,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,Domestic,Ohio,"Sidney, OH",185,12,0.35,29167,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Grain & oilseed milling,Food & Drink,Manufacturing,Food & Tobacco,Manufacturing
1380,,Program.9,Ohio Economic Development Grant,Oct-19,Retention,No,FDI,Ohio,Not specified,7.2,0,1.1,n/a,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Other motor vehicle parts manufacturing,Automotive,Manufacturing,Automotive Components,Manufacturing
1381,5633.802817,Program.9,Ohio Economic Development Grant,Oct-19,Expansion,No,FDI,Ohio,"Springfield, OH",54.1,71,0.4,5634,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle parts manufacturing,Motor vehicle stamping,Automotive,Manufacturing,Automotive OEM,Manufacturing
1382,31250,Program.9,Ohio Economic Development Grant,Sep-19,Expansion,No,Domestic,Ohio,"Akron, OH",2.2,16,0.5,31250,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,Pharmaceutical preparations,Life Sciences,Manufacturing,Pharmaceuticals,Manufacturing
1383,1250,Program.9,Ohio Economic Development Grant,Sep-19,Expansion,No,Domestic,Ohio,Not specified,0.12,24,0.03,1250,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Ship & boat building,Ship & boat building,"Aerospace, Defence and Marine (ADM)",Manufacturing,Non-Automotive Transport OEM,Manufacturing
1384,3333.333333,Program.9,Ohio Economic Development Grant,Sep-19,Expansion,No,Domestic,Ohio,"Dayton, OH",0.38,12,0.04,3333,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Metalworking machinery manufacturing,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
1385,8181.818182,Program.9,Ohio Economic Development Grant,Sep-19,Expansion,No,FDI,Ohio,"Cleveland-Elyria, OH",8.23,22,0.18,8182,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Spring & wire product manufacturing,Industrial Goods,Manufacturing,Metals,Manufacturing
1386,2500,Program.9,Ohio Economic Development Grant,Sep-19,New,No,Domestic,Ohio,"Columbus, OH",15,40,0.1,2500,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Machinery equipment,Other general purpose machinery manufact..,Industrial Goods,Manufacturing,"Industrial Machinery, Equipment & Tools",Manufacturing
1387,2888.888889,Program.9,Ohio Economic Development Grant,Aug-19,Expansion,No,Domestic,Ohio,"Cleveland-Elyria, OH",8.75,45,0.13,2889,Grant/Subsidy,"Capital Investment, Employment/People","Wood, paper, printing, furniture",Printing & related activities,Printing & related activities,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
1388,10156.25,Program.9,Ohio Economic Development Grant,Aug-19,Expansion,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",15.7,128,1.3,10156,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Life Sciences,Headquarters (HQ),Medical Devices,Headquarters
1389,6266.666667,Program.9,Ohio Economic Development Grant,Aug-19,New,No,Domestic,Ohio,"Akron, OH",7.45,75,0.47,6267,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Aircraft engine & other parts & auxiliar..,"Aerospace, Defence and Marine (ADM)",Manufacturing,Aerospace,Manufacturing
1390,7600,Program.9,Ohio Economic Development Grant,Aug-19,New,No,Domestic,Ohio,Not specified,2.79,250,1.9,7600,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Fabricated metal product manufacturing,Architectural & structured metals manufa..,Industrial Goods,Manufacturing,Metals,Manufacturing
1391,6357.142857,Program.9,Ohio Economic Development Grant,Aug-19,Expansion,No,Domestic,Ohio,"Ashland, OH",20.93,140,0.89,6357,"Tax, Grant/Subsidy","Capital Investment, Employment/People","Professional, scientific, technical & ed..",Scientific research & development services,Research and Development in Biotechnology,Life Sciences,"Research, Design & Development (RDD)",Biotechnology,Research & Development
1392,4000,Program.9,Ohio Economic Development Grant,Aug-19,Expansion,No,Domestic,Ohio,"Lima, OH",10,25,0.1,4000,Grant/Subsidy,"Capital Investment, Employment/People","Agriculture, food, & related",Food manufacturing,Snack Food Manufacturing,Food & Drink,Warehousing and Distribution,Food & Tobacco,"Logistics, Distribution & Transportation"
1393,9615.384615,Program.9,Ohio Economic Development Grant,Jul-19,Expansion,No,Domestic,Ohio,"Cleveland-Elyria, OH",9,26,0.25,9615,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Transportation equipment manufacturing,Aerospace product & parts manufacturing,Aircraft engine & other parts & auxiliar..,"Aerospace, Defence and Marine (ADM)",Manufacturing,Aerospace,Manufacturing
1394,11600,Program.9,Ohio Economic Development Grant,Jul-19,New,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",26.98,125,1.45,11600,"Tax, Grant/Subsidy","Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Food & Drink,Headquarters (HQ),Food & Tobacco,Headquarters
1395,6666.666667,Program.9,Ohio Economic Development Grant,Jul-19,Expansion,No,Domestic,Ohio,"Akron, OH",8.7,45,0.3,6667,Grant/Subsidy,"Capital Investment, Employment/People","Retail & wholesale trade, real estate, r..",Retail & wholesale trade,General merchandise stores,Consumer Goods,Warehousing and Distribution,Consumer Products,"Logistics, Distribution & Transportation"
1396,2000,Program.9,Ohio Economic Development Grant,Jul-19,New,No,Domestic,Ohio,"Youngstown-Warren-Boardman, OH-PA",0.5,30,0.06,2000,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Electronics,Headquarters (HQ),Electronic Components,Headquarters
1397,16388.88889,Program.9,Ohio Economic Development Grant,Jul-19,New,No,Domestic,Ohio,"Cleveland-Elyria, OH",8.98,36,0.59,16389,Grant/Subsidy,"Capital Investment, Employment/People","Wood, paper, printing, furniture",Paper manufacturing,Converted paper product manufacturing,Consumer Goods,Manufacturing,"Paper, Printing & Packaging",Manufacturing
1398,1300,Program.9,Ohio Economic Development Grant,Jul-19,New,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",1.82,100,0.13,1300,Grant/Subsidy,"Capital Investment, Employment/People",Miscellaneous manufacturing,Other miscellaneous manufacturing,All other mischellaneous manufacturing,Consumer Goods,Manufacturing,Consumer Products,Manufacturing
1399,5851.06383,Program.9,Ohio Economic Development Grant,Jun-19,Expansion,No,FDI,Ohio,"Toledo, OH",273.3,94,0.55,5851,Grant/Subsidy,"Capital Investment, Employment/People",Transportation equipment manufacturing,Motor vehicle manufacturing,Automobile manufacturing,Automotive,Manufacturing,Automotive OEM,Manufacturing
1400,21739.13043,Program.9,Ohio Economic Development Grant,Jun-19,Expansion,No,Domestic,Ohio,"Columbus, OH",200,46,1,21739,Grant/Subsidy,"Capital Investment, Employment/People","Chemicals, plastics & rubber products ma..",Chemical manufacturing,"Resin, synthetic rubber, & artificial sy..",Basic Materials,Manufacturing,Chemicals,Manufacturing
1401,2899.408284,Program.9,Ohio Economic Development Grant,Jun-19,Expansion,No,Domestic,Ohio,"Springfield, OH",1.05,169,0.49,2899,Grant/Subsidy,"Capital Investment, Employment/People",Finance & insurance,Finance & insurance,Insurance carriers & related activities,Services,Business Services,Financial Services,Business Services
1402,2500,Program.9,Ohio Economic Development Grant,Jun-19,Expansion,No,Domestic,Ohio,"Cincinnati, OH-KY-IN",9.7,40,0.1,2500,Grant/Subsidy,"Capital Investment, Employment/People",Other services,Management of companies & enterprises,"Corporate, subsidiary, & regional managi..",Services,Headquarters (HQ),Financial Services,Headquarters
1403,2439.02439,Program.9,Ohio Economic Development Grant,Jun-19,Expansion,No,Domestic,Ohio,"Salem, OH",22.76,41,0.1,2439,Grant/Subsidy,"Capital Investment, Employment/People",Machinery & metal manufacturing,Primary metal manufacturing,Alumina & aluminium production & procesing,Industrial Goods,Manufacturing,Metals,Manufacturing
