,FIPS,county,pop_2018,pop_2019,pop_2020,pop_2021,pop_2022,pop_2023,pop_2024,pop_2025,pop_2026,pop_2027,pop_2028,pop_2029,pop_2030,pop_2031,pop_2032,pop_2033,pop_2034,pop_2035,pop_2036,pop_2037,pop_2038,pop_2039,pop_2040,pop_2041,pop_2042,pop_2043,pop_2044,pop_2045,pop_2046,pop_2047,pop_2048
20,1041,"Crenshaw,AL",1076.207482815,1055.5725256627002,1032.5356437463,1011.75486947,989.2068963789001,970.7126691283999,953.3606828594999,935.9675060738,913.7991975139998,894.4143798049,872.9961979213999,852.2717709708,833.1060168399,809.6074851618,789.7250078387001,771.368982476,751.4944456481,729.5078081583999,711.9586631987,693.8555299443999,677.5106040952,663.0170555502,646.5615062283,629.7311938314,614.8249423951,599.1448272545,584.5040902405,569.5095372098,554.7062060577,540.2725701189,527.6688822389
21,1043,"Cullman,AL",6604.093641109201,6509.9278654731,6416.3223885182,6329.693526737699,6258.0533378429,6178.6340397358,6076.8128590058,5964.7119901875,5867.3813581935,5759.0372201408,5643.5835299555,5528.201435101,5408.9455253862,5301.9312009371,5169.4815823439,5063.3332841003,4944.653959342,4855.5153325979,4744.7385781414,4646.5608274645,4547.8638760145,4456.816355103,4365.243119498,4274.255563613,4175.9502825790005,4085.224136713,4001.983004113,3922.1706818879998,3839.801742949,3756.9928418219997,3679.6253908219996
22,1045,"Dale,AL",7013.8991452233,6848.093545263799,6697.3046488978,6538.748115078999,6377.657517556,6222.8729582159995,6071.7511273514,5931.8285798516,5800.344798362999,5660.428050063801,5531.5077976022985,5398.318616724599,5284.7653111934,5168.888805234999,5051.213016338001,4940.821018944,4818.220698568,4703.013971753,4598.998695132,4495.930048907,4397.17570024,4295.652884039,4202.941437865,4122.003064072,4039.7193617810003,3952.6736290100002,3870.268729263,3790.196486467,3718.435549145,3650.898159968,3586.0563625510003
23,1047,"Dallas,AL",2608.9185623615,2557.7264785909,2498.2197438471,2440.3908978262,2382.4194353691996,2333.1516416404,2275.8044073831,2215.6187070780998,2155.177483482,2094.8220610723,2040.7677445574002,1984.8300945283,1927.8814951709999,1868.9617504989,1809.1993677874,1755.0628595892001,1697.586856863,1644.6788144597,1597.2616136601998,1555.8703775308,1515.8158480034,1476.8843541075998,1435.302648773,1397.2092203145999,1359.3972683908,1320.8139696082999,1286.0237993097,1248.4187001639,1212.8913604602,1181.2047513475,1150.7413766866
24,1049,"DeKalb,AL",3590.8952819129,3538.9748303457995,3477.9040928233,3421.2850634758997,3369.635666373,3322.9793802563,3279.5870535504996,3215.8120920621,3152.8549355249997,3077.6783369111995,3014.241008742,2947.4287662209,2880.1832046604,2808.4930662386,2727.6541669402,2663.3795409701,2597.7865763581,2537.4297534040998,2486.4831955253,2428.8231518823,2379.2014212101003,2336.350035731,2279.534904741,2237.9318552450004,2194.388791336,2153.555581811,2114.66636306,2082.446761644,2045.2631331440002,2002.893247742,1970.5148967280002
25,1051,"Elmore,AL",7419.06473559,7398.0270616098005,7371.8165996516,7356.3831241623,7328.5648923722,7312.3534923987,7303.4254396562,7294.579497940399,7292.080088961401,7279.8905734458,7248.084517986699,7236.658299529201,7211.722529307801,7196.8329092637005,7181.4147507466,7160.885826993101,7136.0980314419,7105.1845480019,7070.110645373301,7050.623827496499,7020.551176286101,7000.4117198994,6993.0709789397,6973.954558408301,6953.504522769101,6931.1251834903005,6913.9736941502,6901.625518340901,6891.4753383218995,6896.9885210644,6903.7024233578
26,1053,"Escambia,AL",2527.2016564483,2486.7184757161,2451.485693842,2411.3522422426004,2360.8407033189,2316.4571261312003,2270.0928633072,2234.8354500644,2199.6490201490997,2157.407376012,2119.0583967357,2079.3045435086,2047.9706798969,2011.699709318,1969.1737111820003,1933.8789956268,1895.5416012499,1856.1464122290001,1818.1704790701,1781.6098351016,1747.0360449965,1712.18466379,1677.7722574763,1651.0952768652003,1613.9878164492,1580.0523887133,1548.7310908196,1515.5851438309,1488.9210982314999,1460.9312291199,1433.020127445
27,1055,"Etowah,AL",7468.845530924,7356.46729054,7232.103434353,7185.660843497,7146.84901092,7081.893100594,6999.934168271,6867.276338584999,6760.438158324,6643.546862871999,6528.0610035810005,6404.190920726999,6275.75278744,6143.8688445220005,6002.547362637,5855.047710644,5734.527611506,5611.725431004,5494.549181984999,5370.786714393,5256.14369638,5158.958685234,5055.923378042,4962.494132834,4865.195354118,4776.33543181,4696.76404129,4614.9507176199995,4526.42867576,4443.00447937,4360.17696019
28,1057,"Fayette,AL",1333.7220102347,1308.8851107075,1281.2631579850001,1248.4253347850001,1215.9348247578,1180.8418380644,1155.4001847924999,1126.5715598857998,1098.9301615755,1073.1112687865,1046.981206214,1012.6429863171,984.847362175,958.6220865641,930.122908581,903.1064026731,878.9293614979999,854.8790620799001,825.6084837934999,804.0486257565999,781.7972222536,760.0259942576,736.7314245347001,717.2826270872999,698.3218816060001,680.1575973905,664.7016276063999,649.7112010179,633.2282312582,614.9298413865,597.6790239538
29,1059,"Franklin,AL",1332.8868117279999,1303.8884456057,1279.2331773386998,1249.3627599494002,1220.8933272237002,1194.584145104,1167.4334422826,1140.9932733128,1114.8478451773,1092.4371126922001,1070.9898487159,1048.6785889249,1027.1408466731002,1007.7413991664,986.1688805149,961.5683748493001,941.97317712,923.6884754625,904.5172171857,886.9608098457,870.8241130993999,856.02502868,841.209865175,824.2443631450001,808.251916606,794.213894815,779.061893692,763.962981143,748.3879756260001,734.028593349,720.9126190899999
30,1061,"Geneva,AL",2413.2388746951,2376.8195254153,2334.4146614306,2291.2721159193,2248.3703155579,2207.9126094799,2169.7317611364,2128.8722269531,2090.8370475347997,2046.8807840570998,2011.1563478734001,1973.6205149139003,1929.733317768,1891.5736161791,1848.7071566286,1813.6147655164,1767.9119492346,1726.2183756371,1689.0362425544001,1650.5921531199,1615.2635944205,1581.2362435415,1547.2377713315,1511.1812097193,1482.1353206669999,1454.181311547,1426.0522663069999,1400.726985367,1372.459139173,1347.3252617809999,1322.402232135
31,1063,"Greene,AL",452.45409494849997,438.2100587215,428.1803325318,413.04438024120003,402.98296685289995,391.02289122030004,380.3789738245,368.5397195602,355.8608026166,347.81814196839997,338.7821791791,331.38776863299995,324.603537674,315.8300085225,308.82679672589995,300.2286969506,291.58811268989996,283.1093085134,277.103223863,267.6538256708,259.2643222787,252.07946440080002,245.91763203350004,240.79753370449998,234.01593474580002,227.4856887537,220.9531473547,215.14029291069997,210.1268183747,205.3069432054,200.796841215
32,1065,"Hale,AL",890.3089959888999,874.0472339992,851.1589716200999,826.7114088574999,802.1326492699,777.6450753513999,758.2249384419,739.6334150167,718.374449715,699.7436784264,680.7656489633,662.1381305489001,642.1259628109,623.5827976477,607.8496589962,593.5633891149001,579.4733474421998,562.9784178227001,549.5050475654,536.3248438263,520.1845609896,507.64479045269997,496.3479608515,484.0699773471,473.6858626661,463.2245637779,455.89674996570005,447.00855948599997,438.3196073971,429.95435653299995,420.9713038466
33,1067,"Henry,AL",1347.163073657,1320.5251761749,1300.8323376061999,1275.4758060609,1247.4617377610998,1225.7978772735999,1199.9593698828,1181.5566295923002,1154.706945254,1129.6126699707,1102.5768038065,1078.3627995184,1050.1703606422,1022.1657087678001,996.4101588597,971.3263585706001,945.5779901144,921.9479404478001,898.2494177612001,879.0482541073,856.7346125546001,840.4189895381,819.9327151277001,803.5435049570001,782.7539562648,765.3797820167,749.6496154591999,735.0010264743,721.4154826126,706.3391325576,696.2225352562999
34,1069,"Houston,AL",9476.039493111,9339.291298501,9192.816070985,9104.760973697,9006.042462423999,8895.277586649001,8765.799944441998,8619.47511136,8495.727734566,8393.536731024,8273.766471899,8154.188762995001,8037.603079487,7941.173468067999,7856.3484459189995,7765.03237842,7661.398654660001,7565.318018047999,7487.514328339999,7397.96143365,7307.77281774,7223.91716332,7141.18303852,7062.88754294,6981.09726735,6903.4722203500005,6830.489827199999,6766.383367539999,6705.277545020001,6637.2818518700005,6563.729779670001
